question,answer
"You need to reserve the IP address 10.96.0.10 for your DNS Service within a Service IP range of 10.96.0.0/16.  What is the most appropriate way to ensure this IP is not dynamically assigned to another Service?
A) Manually edit the kube-apiserver configuration file.
B) Configure a NetworkPolicy to block allocation of 10.96.0.10.
C) Create a Service specifying the desired ClusterIP of 10.96.0.10.
D) There's no need to reserve it; dynamic allocation handles IP conflicts automatically.",C) Create a Service specifying the desired ClusterIP of 10.96.0.10.
"Given a Service IP range of 10.10.0.0/22, what is the approximate number of IPs reserved for static allocation, according to the Kubernetes ClusterIP allocation strategy?
A) 16
B) 64
D) 256
C) 1024",B) 64
"Create a Kubernetes Service named 'my-service' with type ClusterIP, port 8080, and statically assigned IP address 192.168.1.10 in the 'default' namespace.  Assume the IP is within the valid service range.",kubectl create service clusterip my-service --port=8080 --cluster-ip=192.168.1.10 --namespace=default
"What is the primary purpose of the formula `min(max(16, cidrSize / 16), 256)` in Kubernetes ClusterIP allocation?
A) To calculate the total number of available IP addresses.
B) To determine the size of the static IP allocation range.
C) To ensure even distribution of IP addresses across nodes.
D) To limit the number of Services that can be created in the cluster.",B) To determine the size of the static IP allocation range.
"When a Service's `internalTrafficPolicy` is set to `Local`, how does kube-proxy handle requests from Pods on a node with no local endpoints for that Service?
A) It forwards the request to a random endpoint on another node.
B) It returns an error to the requesting Pod.
C) It behaves as if the Service has zero endpoints for Pods on that node.
D) It uses the default service endpoint.",C) It behaves as if the Service has zero endpoints for Pods on that node.
"Create a Kubernetes Service named `my-internal-service` with type `ClusterIP` and `internalTrafficPolicy` set to `Local`, exposing port 8080 on the Pod to port 8080 on the Service.  The service should target pods with the label `app: myapp`.",kubectl create service ClusterIP my-internal-service --selector=app=myapp --port=8080 --target-port=8080 --internalTrafficPolicy=Local
"What is the primary benefit of setting `internalTrafficPolicy` to `Local` for a Kubernetes Service?
A) Improved external accessibility
B) Enhanced security by default
C) Reduced network latency and improved performance for intra-node communication
D) Easier debugging of network issues",C) Reduced network latency and improved performance for intra-node communication
"You have a Service with `internalTrafficPolicy: Local`.  Pods A and B are on Node X, and Pod C is on Node Y.  All three pods are part of the same deployment. Pod A sends a request to the Service.  Where will the request be directed?
A) Pod B on Node X
B) Pod C on Node Y
C) A random Pod among A, B, and C
D) Only Pods on Node X will be considered, but if none are available, it will go to a Pod on Node Y.","D) Only Pods on Node X will be considered, but if none are available, it will go to a Pod on Node Y."
"What is the default value for `internalTrafficPolicy` in a Kubernetes Service?
A) Local
B) Cluster
C) None
D) NodeLocal",B) Cluster
"Which Kubernetes volume type provides temporary storage that is deleted when the Pod is removed from the node?

A) PersistentVolume
B) ConfigMap
C) emptyDir
D) Secret",C) emptyDir
Create a Pod named 'mypod' with a volume mount of an emptyDir volume at '/mnt/data' and using the busybox:latest image.,"kubectl create pod mypod -it --image=busybox:latest --volume empty-volume --volume-mounts name=empty-volume,mountPath=/mnt/data --restart=Never --dry-run=client -o yaml | kubectl apply -f -"
"What is the primary purpose of using a ConfigMap as a Kubernetes volume?

A) To store persistent data across Pod restarts.
B) To inject configuration data into Pods.
C) To share data between different Pods.
D) To provide temporary scratch space for Pods.",B) To inject configuration data into Pods.
A container in a Pod needs to access a specific entry 'mykey' from a ConfigMap named 'myconfig' at the path '/etc/myconfig'.  Write the necessary YAML snippets for the volume and volumeMount within the Pod specification.,"volumes:
- name: myconfig-volume
  configMap:
    name: myconfig
    items:
    - key: mykey
      path: myconfig.txt

volumeMounts:
- name: myconfig-volume
  mountPath: /etc/myconfig"
"Which statement about PersistentVolumes (PVs) is INCORRECT?

A) PVs exist independently of Pods.
B) PVs are dynamically provisioned by Kubernetes by default.
C) Data in a PV persists even after a Pod is deleted.
D) PVs are used for persistent storage in Kubernetes.",B) PVs are dynamically provisioned by Kubernetes by default.
Create a ConfigMap named 'my-config' with a key 'message' and value 'Hello from ConfigMap'.,"kubectl create configmap my-config --from-literal=message=""Hello from ConfigMap"""
"A PersistentVolumeClaim (PVC) requests 100Gi of storage, but only 50Gi PVs are available. What happens?
A) The PVC is immediately created and bound to a 50Gi PV.
B) The PVC remains unbound until a 100Gi PV is added.
C) The PVC is automatically created with 50Gi and it automatically scales to 100Gi when a larger PV is available.
D) An error occurs, and the PVC is not created.",B) The PVC remains unbound until a 100Gi PV is added.
"Which reclaim policy for a PersistentVolume results in the PersistentVolume object remaining after the PersistentVolumeClaim is deleted, requiring manual cleanup?
A) Delete
B) Recycle
C) Retain
D) Dynamic",C) Retain
"What is the purpose of the `kubernetes.io/pvc-protection` finalizer on a PersistentVolumeClaim?
A) To prevent accidental deletion of a PVC while it's in use.
B) To automatically increase the PVC storage capacity if needed.
 C) To ensure the data is encrypted at rest.
D) To automatically create a snapshot before deletion.",A) To prevent accidental deletion of a PVC while it's in use.
"Create a PersistentVolume named 'my-pv' of type 'HostPath' with a path of '/data' and a capacity of 1Gi, using the 'ReadWriteOnce' access mode.",kubectl create pv my-pv --hostpath /data --capacity=1Gi --access-modes=ReadWriteOnce
"A user needs to create a PersistentVolumeClaim that dynamically provisions storage using a StorageClass named 'fast-storage'. Which of the following is required?
A) Explicitly setting the reclaim policy to Delete in the PVC.
B) Specifying the 'fast-storage' StorageClass in the PVC.
C) Creating a PV manually before creating the PVC.
D) No additional steps are needed; dynamic provisioning always occurs.",B) Specifying the 'fast-storage' StorageClass in the PVC.
How can you check if a PersistentVolume is protected from immediate deletion because it's bound to a PVC?,kubectl describe pv <pv-name> | grep Finalizers
"Which of the following volume sources CANNOT be projected into a single directory using a Projected Volume in Kubernetes?

A) Secret
B) DownwardAPI
C) PersistentVolume
D) ConfigMap",C) PersistentVolume
Create a Projected Volume named 'my-projected-volume' that includes a Secret named 'mysecret' and a ConfigMap named 'myconfigmap'.  Mount this volume at '/projected' in a pod named 'projected-pod'.  Assume both the secret and configmap exist and are in the same namespace as the pod.,"kubectl create pod projected-pod -n <namespace> --volume my-projected-volume --volume-mounts name=my-projected-volume,mountPath=/projected -y <<EOF
apiVersion: v1
kind: Pod
metadata:
  name: projected-pod
spec:
  containers:
  - name: projected-container
    image: busybox
    command: ['sleep', '3600']
  volumes:
  - name: my-projected-volume
    projected:
      sources:
      - secret:
          name: mysecret
      - configMap:
          name: myconfigmap
EOF"
"A Projected Volume is configured with a `serviceAccountToken` source.  What is the purpose of the `audience` field in this source?

A) It specifies the username that will access the token.
B) It specifies the intended recipient of the token.
C) It specifies the file path where the token will be written.
D) It specifies the maximum lifespan of the token.",B) It specifies the intended recipient of the token.
"What is the default permission mode for files within a projected secret volume if the pod's `runAsUser` is NOT set in `SecurityContext`?

A) 0644
B) 0600
C) 0777
D) The mode is determined based on each individual secret item.",D) The mode is determined based on each individual secret item.
You need to inject the contents of a ClusterTrustBundle named 'my-ctb' into a pod.  The ClusterTrustBundle is in the 'default' namespace. Write the necessary `projected` volume source configuration within a pod definition for this.,"```yaml
      - clusterTrustBundle:
          name: my-ctb
          path: /etc/pki/ca-trust/extracted/pem/tls-ca-bundle.pem
```"
"When using `clusterTrustBundle` as a projected volume source, what happens if the specified `name` or `signerName` doesn't match any existing ClusterTrustBundles, and the `optional` field is set to `false`?

A) The Pod will start successfully with an empty file at the specified path.
B) The Pod will start successfully, and the kubelet will log a warning.
C) The Pod will fail to start.
D) The Pod will start and automatically create the specified ClusterTrustBundle.",C) The Pod will fail to start.
"Which ephemeral volume type is best suited for storing temporary data that disappears when the Pod is deleted, and is managed by the kubelet?

A) configMap
B) secret
C) emptyDir
D) CSI ephemeral volume",C) emptyDir
"A developer needs a persistent volume for a database, but wants to leverage the features of generic ephemeral volumes for scratch space.  Which approach BEST accomplishes this?

A) Use an emptyDir volume for both the database and scratch space.
B) Use a PersistentVolumeClaim for the database and a generic ephemeral volume for scratch space.
C) Use a CSI ephemeral volume for both the database and scratch space.
D) Use a configMap for the database and an emptyDir volume for scratch space.",B) Use a PersistentVolumeClaim for the database and a generic ephemeral volume for scratch space.
Create a Pod named `my-pod` using a generic ephemeral volume named `my-vol` with a storage request of 5Gi and storage class `my-storage-class`.,"kubectl create -f - <<EOF
kind: Pod
apiVersion: v1
metadata:
  name: my-pod
spec:
  containers:
  - name: my-container
    image: busybox
    volumeMounts:
    - name: my-vol
      mountPath: /mnt
  volumes:
  - name: my-vol
    ephemeral:
      volumeClaimTemplate:
        spec:
          accessModes:
          - ReadWriteOnce
          storageClassName: my-storage-class
          resources:
            requests:
              storage: 5Gi
EOF"
"What is the primary advantage of using CSI ephemeral volumes over Kubernetes-managed ephemeral volumes like `emptyDir`?

A) CSI ephemeral volumes are always faster.
B) CSI ephemeral volumes provide a standardized way to interact with different storage providers.
C) CSI ephemeral volumes support persistence across Pod restarts.
D) CSI ephemeral volumes are always cheaper.",B) CSI ephemeral volumes provide a standardized way to interact with different storage providers.
"A Pod using a generic ephemeral volume is deleted.  What happens to the associated PersistentVolumeClaim (PVC)?

A) The PVC remains, requiring manual deletion.
B) The PVC is automatically deleted by the Kubernetes garbage collector (unless the reclaim policy is 'Retain').
C) The PVC is only deleted if the StorageClass specifies a reclaim policy of 'Delete'.
D) The PVC's status remains unchanged.",B) The PVC is automatically deleted by the Kubernetes garbage collector (unless the reclaim policy is 'Retain').
"Which annotation marks a StorageClass as the default in a Kubernetes cluster?
A) `storageclass.kubernetes.io/default`
B) `kubernetes.io/is-default-class`
C) `storageclass.kubernetes.io/is-default-class`
D) `default.kubernetes.io/storageclass`",C) `storageclass.kubernetes.io/is-default-class`
"A PersistentVolumeClaim (PVC) does not specify a `storageClassName`.  What happens if there is more than one StorageClass with the `storageclass.kubernetes.io/is-default-class` annotation set to `true`?
A) Kubernetes uses the StorageClass with the smallest name lexicographically.
B) Kubernetes randomly selects a StorageClass from the available default StorageClasses.
 C) Kubernetes uses the most recently created StorageClass that is marked as the default.
D) Kubernetes fails to provision the PVC and throws an error.",C) Kubernetes uses the most recently created StorageClass that is marked as the default.
Create a StorageClass named 'fast-storage' using the provisioner 'csi-example.com/fast-provisioner' with a reclaimPolicy of 'Retain' and allowVolumeExpansion set to true.,kubectl create storageclass fast-storage --provisioner=csi-example.com/fast-provisioner --reclaim-policy=Retain --allow-volume-expansion=true
"What reclaim policy will a dynamically provisioned PersistentVolume have if the `reclaimPolicy` field is omitted from the StorageClass definition?
A) Retain
B) Delete
C) Recycle
D)  No reclaim policy is assigned.",B) Delete
"What is the purpose of the `volumeBindingMode: WaitForFirstConsumer` setting in a StorageClass?
A) It immediately binds the PersistentVolume to the PersistentVolumeClaim.
B) It delays binding and provisioning until a Pod using the PVC is scheduled.
C) It ensures that only one Pod can use the PersistentVolume at a time.
D) It allows for manual binding of PersistentVolumes.",B) It delays binding and provisioning until a Pod using the PVC is scheduled.
"You have a StorageClass with `volumeBindingMode: WaitForFirstConsumer`.  You try to schedule a Pod specifying a node using `nodeName`.  What is the likely outcome?
A) The Pod will be scheduled successfully on the specified node.
B) The Pod will be scheduled on a node that meets the PVC's requirements.
C) The PVC will remain in a pending state.
D) An error message related to node affinity will be generated.",C) The PVC will remain in a pending state.
"Which Kubernetes feature gate must be enabled to use VolumeAttributesClasses?

A) PersistentVolumeProvisioning
B) VolumeSnapshotDataSource
C) VolumeAttributesClass
D) CSIDriverRegistry",C) VolumeAttributesClass
"What API group and version are required to use VolumeAttributesClasses?

A) storage.k8s.io/v1
B) storage.k8s.io/v1beta1
C) apps/v1
D) core/v1",B) storage.k8s.io/v1beta1
Create a VolumeAttributesClass named 'fast-storage' using the CSI driver 'example.com/driver' with parameters 'iops: 10000' and 'throughput: 100'.,"kubectl create -f - <<EOF
apiVersion: storage.k8s.io/v1beta1
kind: VolumeAttributesClass
metadata:
  name: fast-storage
driverName: example.com/driver
parameters:
  iops: ""10000""
  throughput: ""100""
EOF"
"A PersistentVolumeClaim (PVC) is using a VolumeAttributesClass.  Which of the following parameters about the VolumeAttributesClass is mutable after the class has been created?

A) driverName
B) parameters
C) volumeAttributesClassName in the PVC
D)  apiVersion",C) volumeAttributesClassName in the PVC
"What is the maximum number of parameters allowed in a VolumeAttributesClass definition?

A) 64
B) 256
C) 512
D) 1024",C) 512
"What is the maximum size limit for the parameters object (including keys and values) in a VolumeAttributesClass?

A) 128 KiB
B) 256 KiB
C) 512 KiB
D) 1 MiB",B) 256 KiB
"Which Kubernetes API object is used to define and manage dynamic volume provisioning?

A) PersistentVolume
B) PersistentVolumeClaim
C) StorageClass
D) Pod",C) StorageClass
Create a StorageClass named 'fast-storage' using the provisioner 'example.com/my-provisioner' and specifying a parameter 'type' with value 'ssd'.,kubectl create storageclass fast-storage --provisioner=example.com/my-provisioner --parameter type=ssd
"A user wants to create a PersistentVolumeClaim that uses dynamic provisioning with the 'slow' StorageClass.  Which field in the PersistentVolumeClaim YAML manifest should be used to specify the StorageClass?

A) `volumeMode`
B) `accessModes`
C) `storageClassName`
D) `annotations`",C) `storageClassName`
"What will happen if a user creates a PersistentVolumeClaim without specifying a `storageClassName` and a default StorageClass is configured with the `storageclass.kubernetes.io/is-default-class` annotation?

A) An error will occur.
B) The PersistentVolumeClaim will remain pending.
C) The default StorageClass will be automatically assigned.
D) The PersistentVolumeClaim will use a randomly selected StorageClass.",C) The default StorageClass will be automatically assigned.
Create a PersistentVolumeClaim named 'my-pvc' requesting 10Gi of storage and using the 'fast-storage' StorageClass (assuming it already exists).,kubectl create pvc my-pvc -n default --storage-class=fast-storage --requests=storage=10Gi
"Which annotation is used to mark a StorageClass as the default in Kubernetes (prior to Kubernetes v1.24)?

A) `kubernetes.io/default-storage-class`
B) `storageclass.kubernetes.io/is-default-class`
C) `volume.beta.kubernetes.io/storage-class`
D) `pv.kubernetes.io/default-storage-class`",B) `storageclass.kubernetes.io/is-default-class`
"Which Kubernetes API resource is used to request a snapshot of a volume?
A) VolumeSnapshotContent
B) VolumeSnapshotClass
C) VolumeSnapshot
D) PersistentVolumeClaim",C) VolumeSnapshot
"A VolumeSnapshotContent object represents a snapshot taken from a volume.  What component is primarily responsible for creating and deleting VolumeSnapshotContent objects?
A) CSI driver
B) kube-scheduler
C) Snapshot controller
D) Validating webhook server",C) Snapshot controller
"What is the purpose of the `volumeSnapshotClassName` field in a VolumeSnapshot specification?
A) To specify the name of the PersistentVolumeClaim to snapshot.
B) To specify the name of the StorageClass used for the PersistentVolume.
C) To specify the name of the VolumeSnapshotClass defining snapshot creation parameters.
D) To specify the name of the CSI driver to use for creating the snapshot.",C) To specify the name of the VolumeSnapshotClass defining snapshot creation parameters.
Create a VolumeSnapshot named 'my-snapshot' from a PersistentVolumeClaim named 'my-pvc' using the VolumeSnapshotClass named 'my-snapclass'.,kubectl create volumesnapshot my-snapshot -n <namespace> --from-pvc=my-pvc --class=my-snapclass
"Which field in a VolumeSnapshotContent object represents the unique identifier of the volume snapshot created on the storage backend for pre-provisioned snapshots?
A) `volumeHandle`
B) `snapshotHandle`
C) `volumeSnapshotRef`
D) `sourceVolumeMode`",B) `snapshotHandle`
"What happens to a PersistentVolumeClaim being used as a snapshot source if it's deleted while a snapshot is in progress?
A) It is immediately deleted, resulting in potential data loss.
B) Its deletion is postponed until the snapshot is complete or aborted.
C) The snapshot process is immediately aborted, and the PVC remains.
D) An error is returned, and the snapshot process fails.",B) Its deletion is postponed until the snapshot is complete or aborted.
"Which annotation designates a VolumeSnapshotClass as the default class?

A) `snapshot.storage.kubernetes.io/is-default-class: ""true""`
B) `kubernetes.io/default-snapshot-class: ""true""`
C) `storageclass.kubernetes.io/default: ""true""`
D) `default.snapshot.class: ""true""`","A) `snapshot.storage.kubernetes.io/is-default-class: ""true""`"
"What happens if you create a VolumeSnapshot without specifying a VolumeSnapshotClass, and multiple default VolumeSnapshotClasses exist for the same CSI driver?

A) Kubernetes randomly selects one.
B) Kubernetes selects the alphabetically first one.
C) The VolumeSnapshot creation fails.
D) Kubernetes uses the most recently created one.",C) The VolumeSnapshot creation fails.
"Create a VolumeSnapshotClass named `my-snapclass` using the `my-csi-driver.example.com` driver, with a `Delete` deletion policy.","kubectl create -f - <<EOF
apiVersion: snapshot.storage.k8s.io/v1
kind: VolumeSnapshotClass
metadata:
  name: my-snapclass
driver: my-csi-driver.example.com
deletionPolicy: Delete
parameters:
EOF"
"What are the possible values for the `deletionPolicy` field in a VolumeSnapshotClass?

A) `Delete` and `Retain`
B) `Delete` and `Ignore`
C) `Retain` and `Cascade`
D) `Immediate` and `Delayed`",A) `Delete` and `Retain`
"A VolumeSnapshotClass's `parameters` field is used for what purpose?

A) Defining resource requests and limits for the snapshot.
B) Specifying the location of the snapshot on the storage system.
C) Providing driver-specific configuration options for snapshot creation.
D) Defining the access control policies for the snapshot.",C) Providing driver-specific configuration options for snapshot creation.
"When using CSI Volume Cloning in Kubernetes, which of the following statements is FALSE?
A) The source and destination PVCs must be in the same namespace.
B) Cloning is supported between PVCs with different StorageClasses.
C) The source PVC must be unbound and unavailable.
D) The destination PVC's storage request must be equal to or greater than the source PVC's capacity.",C) The source PVC must be unbound and unavailable.
"Create a PersistentVolumeClaim named 'clone-pvc' in the namespace 'myns' that clones the PVC named 'source-pvc' in the same namespace, using the storage class 'longhorn' and requesting 10Gi of storage.",kubectl create pvc clone-pvc -n myns --storage-class=longhorn --requests=storage=10Gi --data-source-name=source-pvc
"Which field in the PersistentVolumeClaim specification is used to specify the source PVC for cloning?
A) `dataSource`
B) `cloneSource`
C) `sourcePVC`
D) `copySource`",A) `dataSource`
"You need to clone a PVC with a block volume. Which condition MUST be true for successful cloning?
A) The source and destination PVCs must have different StorageClasses.
B) The source and destination PVCs must use the same VolumeMode.
C) The source PVC must be in a different namespace than the destination PVC.
D) The source PVC must have a smaller storage capacity than the destination PVC.",B) The source and destination PVCs must use the same VolumeMode.
True or False:  A CSI driver is required to support CSI Volume Cloning in Kubernetes.,True
"What is the minimum Kubernetes version required to support CSI Volume Cloning? (Assume this is not explicitly stated in the provided text and requires general Kubernetes knowledge)
A) 1.10
B) 1.14
C) 1.16
D) 1.20",C) 1.16
"Which Kubernetes feature allows the scheduler to consider available storage capacity when scheduling Pods with WaitForFirstConsumer volume binding mode?

A) Resource Quotas
B) Pod Priority and Preemption
C) CSI Storage Capacity Tracking
D) Persistent Volumes",C) CSI Storage Capacity Tracking
"A Pod using a PersistentVolume with WaitForFirstConsumer binding mode fails to schedule.  The scheduler repeatedly attempts to find a suitable node. What is the MOST likely reason for this failure?

A) Insufficient memory resources on all nodes.
B) The CSI driver doesn't support capacity tracking.
C) The PersistentVolume is already in use by another Pod.
D) Insufficient storage capacity on all nodes that can access the PersistentVolume.",D) Insufficient storage capacity on all nodes that can access the PersistentVolume.
"Assume a CSI driver reports storage capacity via CSIStorageCapacity objects.  A Pod requests a 10GiB volume using a StorageClass linked to this driver with WaitForFirstConsumer. The scheduler checks node XYZ with reported capacity of 5GiB. What will happen?

A) The Pod will be scheduled on node XYZ.
B) The Pod will be scheduled on another node with sufficient capacity.
 C) The scheduler will immediately return an error.
D) The Pod will be scheduled on node XYZ, and the CSI driver will attempt to provision the volume, potentially failing.",B) The Pod will be scheduled on another node with sufficient capacity.
A Pod utilizes an ephemeral CSI volume.  Will the Kubernetes scheduler consider storage capacity when scheduling this Pod?,No
Create a CSIStorageCapacity object named `capacity-example` in the `kube-system` namespace indicating 10Gi available on node 'node1' for storage class 'fast-storage'.  Assume the driver name is 'example.com/my-driver'.,kubectl create csistoragecapacity capacity-example -n kube-system --from-literal=storageclass=fast-storage --from-literal=node=node1 --from-literal=capacity=10Gi --from-literal=driver=example.com/my-driver
Describe a scenario where manual intervention might be required to resolve a Pod scheduling failure related to storage capacity.,"A Pod requires multiple volumes. One volume is successfully provisioned, but the remaining volume(s) cannot be created due to insufficient remaining capacity on the node where the first volume was created.  This requires manual intervention, such as increasing storage capacity or deleting the already-created volume."
"What is the default maximum number of volumes Kubernetes allows to be attached to a node using Amazon EBS?
A) 16
B) 25 (for specific instance types)
 C) 39
D) 127",C) 39
"A Kubernetes cluster uses Google Persistent Disk.  What environment variable can be adjusted to modify the maximum number of volumes attachable to a node, and which component utilizes this variable?
A) KUBE_MAX_PODS; kube-proxy
B) KUBE_MAX_VOLUMES; kubelet
C) KUBE_MAX_PD_VOLS; kube-scheduler
D) CSI_MAX_VOLUMES; kube-controller-manager",C) KUBE_MAX_PD_VOLS; kube-scheduler
"Assume a CSI driver reports a maximum of 10 volumes per node via NodeGetInfo.  A pod requests 12 volumes. What happens?
A) The pod is scheduled successfully; the kubelet handles exceeding the limit.
B) The pod is scheduled successfully but only 10 volumes are attached.
C) The pod scheduling fails due to exceeding the volume limit reported by the CSI driver.
D) The kube-scheduler ignores the CSI driver's limit and allows 12 volumes.",C) The pod scheduling fails due to exceeding the volume limit reported by the CSI driver.
How can you enable the `MutableCSINodeAllocatableCount` feature gate to allow dynamic adjustment of volume limits by a CSI driver at runtime?,Enable the MutableCSINodeAllocatableCount feature gate on the kube-apiserver and kubelet components.
"Using kubectl, how would you create a CSIDriver named 'my-csi-driver' that requests a periodic update of its allocatable volume count every 30 seconds?","kubectl apply -f - <<EOF
apiVersion: storage.k8s.io/v1
kind: CSIDriver
metadata:
  name: my-csi-driver
spec:
  nodeAllocatableUpdatePeriodSeconds: 30
EOF"
What happens if a volume attachment operation fails with a ResourceExhausted error (gRPC code 8) and the MutableCSINodeAllocatableCount feature gate is enabled?,Kubernetes triggers an immediate update to the allocatable volume count for that Node.
"Which Kubernetes feature allows CSI drivers to report abnormal volume conditions as events on PVCs or Pods?

A) Volume Snapshot
B) Volume Health Monitoring
C) Persistent Volume Binding
D) Storage Class Provisioning",B) Volume Health Monitoring
"Where are Volume Health metrics, such as `kubelet_volume_stats_health_status_abnormal`, exposed?

A) Kubernetes API Server
B) kube-controller-manager
C) kube-scheduler
D) Kubelet VolumeStats",D) Kubelet VolumeStats
"Which component is responsible for watching node failure events and reporting them as events on the related PVC when the `enable-node-watcher` flag is set to true?

A) kubelet
B) External Health Monitor controller
C) CSI Driver
D) kube-apiserver",B) External Health Monitor controller
Enable the CSIVolumeHealth feature gate.,kubectl feature gates set CSIVolumeHealth=true
"A CSI driver supports Volume Health Monitoring from the node side.  Where will an event be reported when an abnormal volume condition is detected?

A) Only on the related PersistentVolumeClaim (PVC)
B) Only on the related Pod
C) On both the related PersistentVolumeClaim (PVC) and every Pod using the PVC
D) Only on the Kubernetes API Server",C) On both the related PersistentVolumeClaim (PVC) and every Pod using the PVC
"What is the minimum Kubernetes version required for the alpha release of Volume Health Monitoring?

A) v1.19
B) v1.20
C) v1.21
D) v1.22",C) v1.21
"When defining Kubernetes configurations, which API version is recommended for best practices?

A) The latest stable API version
B) The oldest supported API version
C) A version specified in the documentation
D) Any available API version",A) The latest stable API version
"What is the recommended file format for Kubernetes configuration files?

A) JSON
B) YAML
C) TOML
D) XML",B) YAML
Create a Service of type ClusterIP named 'my-service' that exposes port 8080 of the Pods with the label 'app: my-app'.,kubectl expose deployment my-app --type=ClusterIP --port=8080 --target-port=8080
"Why should you avoid using 'naked' Pods (Pods not bound to a ReplicaSet or Deployment) whenever possible?

A) They consume more resources.
B) They are not automatically rescheduled upon node failure.
C) They cannot access Services.
D) They are not supported by newer Kubernetes versions.",B) They are not automatically rescheduled upon node failure.
"What is the best practice for managing boolean values in YAML manifests to avoid compatibility issues?

A) Use 'yes' or 'no'.
B) Use 'on' or 'off'.
C) Use 'true' or 'false'.
D) Enclose boolean values in quotes.",C) Use 'true' or 'false'.
"Which kubectl command can be used to apply Kubernetes configurations from all .yaml, .yml, and .json files within a specified directory?

A) kubectl apply -f <filename>
B) kubectl create -f <directory>
C) kubectl apply -f <directory>
D) kubectl create <directory>",C) kubectl apply -f <directory>
"What is the maximum size of data that can be stored in a single Kubernetes ConfigMap?

A) 1 KB
B) 1 MB
C) 10 MB
D) 1 GB",B) 1 MB
"Create a ConfigMap named ""my-config"" with the key ""my-key"" and value ""my-value"" in the ""default"" namespace.",kubectl create configmap my-config --from-literal=my-key=my-value -n default
"Which of the following is NOT a valid way to use a ConfigMap to configure a container in a Pod?

A) As environment variables
B) As command-line arguments
C) As a volume mount
D) As a Kubernetes Secret",D) As a Kubernetes Secret
"A Pod definition references a ConfigMap named 'my-config'.  The Pod and ConfigMap are in the same namespace. However, the Pod consistently fails to start, reporting that the ConfigMap cannot be found. What could be the cause?

A) The ConfigMap's name is incorrect in the Pod definition.
B) The Pod is in a different namespace than the ConfigMap.
C) The ConfigMap data exceeds the 1MB limit.
D) The ConfigMap is an immutable ConfigMap and hasn't been updated since creation.",A) The ConfigMap's name is incorrect in the Pod definition.
"Create an immutable ConfigMap named ""immutable-config"" with the key ""version"" and value ""1.0"" in the ""default"" namespace.",kubectl create configmap immutable-config --from-literal=version=1.0 --dry-run=client -o yaml | kubectl apply -f -
"You have a Pod that mounts a ConfigMap as a volume.  The ConfigMap is updated. How are changes in the ConfigMap reflected in the Pod?

A) The Pod must be restarted manually.
B) The changes are reflected immediately.
C) The kubelet periodically checks for updates and propagates them.
D) The changes are only reflected after a node restart.",C) The kubelet periodically checks for updates and propagates them.
"Which of the following BEST describes the default storage mechanism for Kubernetes Secrets?
A) Encrypted at rest in etcd
B) Encrypted in transit and at rest in etcd
C) Unencrypted in etcd
D) Encrypted using a user-specified encryption key",C) Unencrypted in etcd
"Create a Kubernetes Secret named 'my-db-creds' with the following key-value pairs:  DATABASE_USER=admin, DATABASE_PASSWORD=mysecretpassword.  The secret should be of type 'Opaque'.",kubectl create secret generic my-db-creds --from-literal=DATABASE_USER=admin --from-literal=DATABASE_PASSWORD=mysecretpassword
"What is the recommended approach for managing ServiceAccount tokens in Kubernetes v1.22 and later?
A) Using long-lived tokens stored in Secrets
B) Using short-lived tokens obtained via the TokenRequest API
C) Manually creating and rotating tokens
D)  Disabling ServiceAccounts and using alternative authentication methods",B) Using short-lived tokens obtained via the TokenRequest API
"You need to store sensitive data for a database connection.  Which Kubernetes resource is MOST appropriate for this task?
A) ConfigMap
B) PersistentVolume
 C) Secret
D) Pod",C) Secret
"A pod needs access to a secret containing SSH keys. How can you restrict access to this secret to only this specific pod?
A) Use NetworkPolicies to control pod network access.
B) Apply appropriate RBAC rules and mount the secret as a volume to the container.
C) Use PodSecurityPolicies to restrict container access.
D)  There's no way to restrict access to secrets at the pod level.",B) Apply appropriate RBAC rules and mount the secret as a volume to the container.
Create a secret named 'my-docker-config' containing Docker configuration data from the file ~/.docker/config.json. The secret type should be automatically detected.,kubectl create secret docker-registry my-docker-config --docker-server=your-registry --docker-username=your-username --docker-password=your-password --docker-email=your-email
